srcip,srcport,dstip,dstport,proto,total_fpackets ,total_fvolume ,total_bpackets ,total_bvolume ,min_fpktl ,mean_fpktl ,max_fpktl ,std_fpktl ,min_bpktl ,mean_bpktl ,max_bpktl ,std_bpktl ,min_fiat ,mean_fiat ,max_fiat ,std_fiat ,min_biat ,mean_biat ,max_biat ,std_biat ,duration ,min_active ,mean_active ,max_active ,std_active ,min_idle ,mean_idle ,max_idle ,std_idle ,sflow_fpackets ,sflow_fbytes ,sflow_bpackets ,sflow_bbytes ,total_fhlen ,total_bhlen ,"label(1=malware), (0=normal)"
82.162.140.147,64352,147.32.84.192,3389,6,40,3440,101,10660,40,86,581,115,40,105,889,133,1436,218840,772671,176650,4,85347,1241290,181531,8535056,8535056,8535056,8535056,0,0,0,0,0,40,3440,101,10660,1696,4064,0
82.162.140.147,64402,147.32.84.192,3389,6,37,3293,95,10050,40,89,581,120,40,105,889,136,1663,200653,768391,146985,4,76848,1246373,174457,7223917,7223917,7223917,7223917,0,0,0,0,0,37,3293,95,10050,1492,3824,0
82.162.140.147,64435,147.32.84.192,3389,6,35,3199,95,10046,40,91,581,122,40,105,889,136,1616,212344,998339,169972,3,76808,1240357,174263,7220148,7220148,7220148,7220148,0,0,0,0,0,35,3199,95,10046,1412,3824,0
82.162.140.147,64472,147.32.84.192,3389,6,40,3370,97,10154,40,84,581,116,40,104,889,135,1318,180578,782759,149064,4,73361,1230921,166048,7042955,7042955,7042955,7042955,0,0,0,0,0,40,3370,97,10154,1648,3904,0
147.32.84.192,1040,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,4,754,6794,1530,213,1488,6653,1867,15083,15083,15083,15083,0,0,0,0,0,21,2910,11,1364,856,448,0
82.162.140.147,64524,147.32.84.192,3389,6,45,3665,109,12440,40,81,581,108,40,114,889,138,1521,184245,911426,163488,4,74041,1143342,159665,9312039,2374162,4076166,5778171,2406997,1159706,1159706,1159706,0,22,1832,54,6220,1928,4376,0
82.162.140.147,64574,147.32.84.192,3389,6,41,3516,99,10312,40,85,581,114,40,104,889,134,996,195286,800526,158900,3,79710,1243185,174648,7811938,7811938,7811938,7811938,0,0,0,0,0,41,3516,99,10312,1696,3976,0
82.162.140.147,64613,147.32.84.192,3389,6,44,3680,101,10494,40,83,581,110,40,103,889,132,1827,180428,998798,166675,5,77586,1243227,166797,7758857,7758857,7758857,7758857,0,0,0,0,0,44,3680,101,10494,1904,4064,0
82.162.140.147,65132,147.32.84.192,3389,6,40,3380,97,10220,40,84,581,115,40,105,889,135,1214,184809,760928,148552,4,75078,1231712,168488,7207828,7207828,7207828,7207828,0,0,0,0,0,40,3380,97,10220,1660,3904,0
147.32.84.204,138,147.32.84.255,138,17,18,4024,0,0,202,223,229,10,-1,-1,-1,0,5,22,143,42,0,0,0,0,1327557473,6,27,155,51,4035207,189651036,480992068,204649714,2,503,0,0,368,0,0
82.162.140.147,65481,147.32.84.192,3389,6,36,3175,95,10040,40,88,581,121,40,105,889,136,1693,202305,652718,134225,3,75329,1231908,171456,7081107,7081107,7081107,7081107,0,0,0,0,0,36,3175,95,10040,1452,3824,0
82.162.140.147,65521,147.32.84.192,3389,6,35,3213,95,10050,40,91,581,122,40,105,889,136,1873,210235,792132,142128,5,76047,1247734,173252,7148617,7148617,7148617,7148617,0,0,0,0,0,35,3213,95,10050,1412,3824,0
147.32.84.206,138,147.32.84.255,138,17,24,5236,0,0,202,218,229,13,-1,-1,-1,0,5,21,179,47,0,0,0,0,1094442548,5,25,204,59,1502327,109444226,258230969,104137943,2,476,0,0,488,0,0
147.32.84.205,138,147.32.84.255,138,17,20,4462,0,0,202,223,229,10,-1,-1,-1,0,7,23,174,50,0,0,0,0,1258847469,7,28,188,59,4023516,157355901,482134002,193293583,2,495,0,0,408,0,0
82.162.140.147,49179,147.32.84.192,3389,6,40,3371,97,10158,40,84,581,115,40,104,889,135,1063,160189,340538,104794,4,61561,439458,116011,7109671,2344486,3043837,3743188,989031,1021997,1021997,1021997,0,20,1685,48,5079,1648,3904,0
147.32.84.193,138,147.32.84.255,138,17,18,4024,0,0,202,223,229,10,-1,-1,-1,0,5,30,217,65,0,0,0,0,1432366868,6,38,228,76,4013987,204623794,480991149,201819430,2,503,0,0,368,0,0
82.162.140.147,49214,147.32.84.192,3389,6,42,3582,101,10580,40,85,581,112,40,104,889,133,1403,189795,998621,176021,1,77817,1243260,169425,7781966,7781966,7781966,7781966,0,0,0,0,0,42,3582,101,10580,1760,4056,0
82.162.140.147,49252,147.32.84.192,3389,6,36,3207,101,10348,40,89,581,121,40,102,889,132,1508,232053,797993,169309,4,77847,1232707,170546,10033054,1386537,4061917,6737297,3783558,1909220,1909220,1909220,0,18,1603,50,5174,1484,4056,0
82.162.140.147,49302,147.32.84.192,3389,6,39,3417,99,10952,40,87,581,116,40,110,889,140,1681,170374,419282,102542,3,61388,519597,117925,8972439,1096399,2122826,3803856,1467637,1002073,1301980,1601888,424133,13,1139,33,3650,1616,3976,0
82.162.140.147,49347,147.32.84.192,3389,6,44,3610,101,10454,40,82,581,110,40,103,889,132,1210,175588,734131,146512,5,75504,1261527,165536,7550646,7550646,7550646,7550646,0,0,0,0,0,44,3610,101,10454,1880,4064,0
147.32.84.193,1040,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,6,529,1973,662,239,1027,1905,520,10586,10586,10586,10586,0,0,0,0,0,21,2910,11,1364,856,448,0
82.162.140.147,49405,147.32.84.192,3389,6,41,3551,99,10412,40,86,581,114,40,105,889,133,1196,177713,724435,142529,4,72536,1236070,163084,7108876,7108876,7108876,7108876,0,0,0,0,0,41,3551,99,10412,1748,3984,0
147.32.84.208,138,147.32.84.255,138,17,18,4004,0,0,202,222,229,10,-1,-1,-1,0,7,39,302,92,0,0,0,0,962924279,7,49,319,109,4026092,137560555,392384517,137299497,2,500,0,0,368,0,0
82.162.140.147,49439,147.32.84.192,3389,6,37,3263,99,10798,40,88,581,119,40,109,889,136,1296,207959,999220,177814,4,77473,1241760,172333,8949344,2134522,3757544,5380566,2295299,1434256,1434256,1434256,0,18,1631,49,5399,1540,3984,0
82.162.140.147,49489,147.32.84.192,3389,6,37,3215,95,10040,40,86,581,120,40,105,889,136,1460,198051,723155,141598,4,75850,1237958,172389,7130159,7130159,7130159,7130159,0,0,0,0,0,37,3215,95,10040,1492,3824,0
82.162.140.147,49526,147.32.84.192,3389,6,35,3173,97,10192,40,90,581,122,40,105,889,135,1732,219530,791468,140972,3,76279,1242291,173361,9212886,1238221,3740438,6242655,3538669,1732010,1732010,1732010,0,17,1586,48,5096,1436,3904,0
82.162.140.147,49573,147.32.84.192,3389,6,35,3166,101,10998,40,90,581,122,40,108,889,137,1803,241261,744841,147703,4,78817,1241445,175581,11835253,731653,2736632,5943974,2806479,1453192,1812677,2172163,508389,11,1055,33,3666,1412,4064,0
82.162.140.147,49633,147.32.84.192,3389,6,39,3305,97,10168,40,84,581,116,40,104,889,135,1284,184460,812127,145424,5,73017,1244257,165837,7009828,7009828,7009828,7009828,0,0,0,0,0,39,3305,97,10168,1596,3904,0
82.162.140.147,49672,147.32.84.192,3389,6,38,3315,97,10214,40,87,581,118,40,105,889,135,1212,186758,772604,141845,4,71981,1228003,164906,6910401,6910401,6910401,6910401,0,0,0,0,0,38,3315,97,10214,1592,3904,0
82.162.140.147,49705,147.32.84.192,3389,6,39,3319,97,10156,40,85,581,117,40,104,889,135,1677,187649,738219,141211,4,74279,1237989,167815,7130980,7130980,7130980,7130980,0,0,0,0,0,39,3319,97,10156,1596,3904,0
82.162.140.147,49741,147.32.84.192,3389,6,40,3378,99,10894,40,84,581,115,40,110,889,139,1317,195535,784049,150339,3,74438,1241328,167753,9430233,1707927,3836778,5965629,3010649,1756677,1756677,1756677,0,20,1689,49,5447,1648,3984,0
147.32.84.204,1041,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,4,768,6493,1463,330,1501,6526,1812,15364,15364,15364,15364,0,0,0,0,0,21,2910,11,1364,856,448,0
82.162.140.147,49792,147.32.84.192,3389,6,37,3223,97,10166,40,87,581,119,40,104,889,135,1204,203074,771099,139378,4,76152,1243567,170282,7310937,7310937,7310937,7310937,0,0,0,0,0,37,3223,97,10166,1528,3904,0
82.162.140.147,49830,147.32.84.192,3389,6,37,3215,95,10052,40,86,581,120,40,105,889,136,924,197472,737051,143270,4,75627,1238239,171950,7109293,7109293,7109293,7109293,0,0,0,0,0,37,3215,95,10052,1492,3824,0
147.32.84.209,138,147.32.84.255,138,17,16,3566,0,0,202,222,229,11,-1,-1,-1,0,6,32,200,62,0,0,0,0,961279816,8,42,216,76,4023926,160213253,483294718,179470155,2,509,0,0,328,0,0
82.162.140.147,49868,147.32.84.192,3389,6,39,3350,97,10222,40,85,581,116,40,105,889,135,1067,189744,787941,149571,1,75110,1238575,169168,7210785,7210785,7210785,7210785,0,0,0,0,0,39,3350,97,10222,1620,3904,0
82.162.140.147,49903,147.32.84.192,3389,6,40,3369,97,10210,40,84,581,115,40,105,889,135,1235,182305,998068,169740,4,74062,1239125,166827,7110225,7110225,7110225,7110225,0,0,0,0,0,40,3369,97,10210,1660,3904,0
82.162.140.147,49940,147.32.84.192,3389,6,36,3193,95,10046,40,88,581,121,40,105,889,136,1018,209420,705355,139323,4,77976,1241686,175404,7330077,7330077,7330077,7330077,0,0,0,0,0,36,3193,95,10046,1452,3824,0
82.162.140.147,49981,147.32.84.192,3389,6,40,3385,97,10152,40,84,581,115,40,104,889,135,6,192484,692698,135852,3,78200,1241993,172787,7507378,7507378,7507378,7507378,0,0,0,0,0,40,3385,97,10152,1648,3904,0
82.162.140.147,50016,147.32.84.192,3389,6,48,3830,107,11508,40,79,581,105,40,107,889,130,764,170426,770933,150464,4,75567,1159424,162362,8010424,8010424,8010424,8010424,0,0,0,0,0,48,3830,107,11508,2100,4304,0
82.162.140.147,50057,147.32.84.192,3389,6,36,3196,97,10178,40,88,581,121,40,104,889,135,1800,208595,731015,137496,4,74644,1232586,171219,9071595,1224992,3661546,6098100,3445807,1748503,1748503,1748503,0,18,1598,48,5089,1476,3904,0
82.162.140.147,50106,147.32.84.192,3389,6,41,3454,99,10270,40,84,581,114,40,103,889,134,26,186257,796458,146649,4,76038,1244497,167552,7452004,7452004,7452004,7452004,0,0,0,0,0,41,3454,99,10270,1724,3984,0
82.162.140.147,50146,147.32.84.192,3389,6,36,3199,97,10160,40,88,581,121,40,104,889,135,1377,214496,997331,165980,3,78203,1242672,174028,7507660,7507660,7507660,7507660,0,0,0,0,0,36,3199,97,10160,1476,3904,0
82.162.140.147,50184,147.32.84.192,3389,6,37,3266,105,10476,40,88,581,119,40,99,889,131,1763,235858,828318,178439,4,81710,1231760,183820,12748699,267,2778251,6750476,3530012,1440753,2206973,2973193,1083598,12,1088,35,3492,1496,4232,0
147.32.84.205,1040,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,5,498,1969,642,247,975,1914,540,9974,9974,9974,9974,0,0,0,0,0,21,2910,11,1364,856,448,0
82.162.140.147,50252,147.32.84.192,3389,6,39,3311,99,12562,40,84,581,116,40,126,889,177,875,211691,796338,153325,3,77729,1241212,173335,9826978,1827209,4039261,6251313,3128313,1748456,1748456,1748456,0,19,1655,49,6281,1616,3976,0
82.162.140.147,50301,147.32.84.192,3389,6,39,3336,97,10222,40,85,581,116,40,105,889,135,1518,195922,784346,146613,4,77554,1241650,172090,7445394,7445394,7445394,7445394,0,0,0,0,0,39,3336,97,10222,1620,3904,0
82.162.140.147,50337,147.32.84.192,3389,6,41,3520,99,10274,40,85,581,116,40,103,889,134,6,181462,995903,169946,4,74067,1239197,164530,7258824,7258824,7258824,7258824,0,0,0,0,0,41,3520,99,10274,1712,3984,0
82.162.140.147,50376,147.32.84.192,3389,6,37,3236,105,11364,40,87,581,119,40,108,889,133,25,219388,631959,136880,4,75984,1121570,164825,9311505,2393319,3968525,5543732,2227678,1374454,1374454,1374454,0,18,1618,52,5682,1492,4224,0
41.208.131.29,14848,147.32.84.208,33908,17,4,278,0,0,61,69,95,17,-1,-1,-1,0,0,0,0,0,0,0,0,0,419887609,0,0,0,0,76119503,139962536,258964157,103149862,1,69,0,0,88,0,0
147.32.84.165,137,147.32.84.255,137,17,2,156,0,0,78,78,78,0,-1,-1,-1,0,14,14,14,0,0,0,0,0,14,14,14,14,0,0,0,0,0,2,156,0,0,48,0,0
147.32.84.171,137,147.32.84.165,137,17,1,90,0,0,90,90,90,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,28,0,0
147.32.84.207,1037,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,5,781,6760,1525,203,1526,6745,1884,15620,15620,15620,15620,0,0,0,0,0,21,2910,11,1364,856,448,0
147.32.84.171,137,147.32.84.191,137,17,1,90,0,0,90,90,90,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,28,0,0
147.32.84.191,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,12,12,12,0,0,0,0,0,12,12,12,12,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.165,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,25,25,25,0,0,0,0,0,25,25,25,25,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.191,137,147.32.84.255,137,17,2,156,0,0,78,78,78,0,-1,-1,-1,0,7,7,7,0,0,0,0,0,7,7,7,7,0,0,0,0,0,2,156,0,0,48,0,0
147.32.84.192,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,9,9,9,0,0,0,0,0,9,9,9,9,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.59,1052,147.32.84.193,161,17,8,840,0,0,105,105,105,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,42980354,0,0,0,0,5999673,6140050,6979524,370173,1,105,0,0,168,0,0
147.32.84.208,1037,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,5,482,1780,604,200,945,1739,512,9656,9656,9656,9656,0,0,0,0,0,21,2910,11,1364,856,448,0
147.32.84.192,137,147.32.84.255,137,17,2,156,0,0,78,78,78,0,-1,-1,-1,0,8,8,8,0,0,0,0,0,8,8,8,8,0,0,0,0,0,2,156,0,0,48,0,0
147.32.84.171,137,147.32.84.192,137,17,1,90,0,0,90,90,90,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,28,0,0
147.32.84.209,1040,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,4,760,6806,1532,238,1499,6701,1878,15215,15215,15215,15215,0,0,0,0,0,21,2910,11,1364,856,448,0
147.32.84.79,37031,147.32.84.165,0,17,1,55,0,0,55,55,55,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,28,0,0
147.32.84.193,137,147.32.84.255,137,17,2,156,0,0,78,78,78,0,-1,-1,-1,0,11,11,11,0,0,0,0,0,11,11,11,11,0,0,0,0,0,2,156,0,0,48,0,0
147.32.84.79,38027,147.32.84.191,0,17,1,55,0,0,55,55,55,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,28,0,0
147.32.84.79,34525,147.32.84.165,161,17,4,284,0,0,71,71,71,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,3008642,0,0,0,0,1000795,1002880,1004008,1808,1,71,0,0,88,0,0
147.32.84.171,137,147.32.84.193,137,17,1,90,0,0,90,90,90,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,28,0,0
147.32.84.204,137,147.32.84.255,137,17,2,156,0,0,78,78,78,0,-1,-1,-1,0,6,6,6,0,0,0,0,0,6,6,6,6,0,0,0,0,0,2,156,0,0,48,0,0
147.32.84.79,47788,147.32.84.191,161,17,4,284,0,0,71,71,71,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,3007697,0,0,0,0,1000078,1002565,1003829,2154,1,71,0,0,88,0,0
147.32.84.79,42786,147.32.84.207,0,17,1,55,0,0,55,55,55,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,28,0,0
147.32.84.79,59266,147.32.84.192,161,17,4,284,0,0,71,71,71,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,3008464,0,0,0,0,1000694,1002821,1003903,1842,1,71,0,0,88,0,0
147.32.84.79,51752,147.32.84.193,0,17,1,55,0,0,55,55,55,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,28,0,0
147.32.84.193,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,7,7,7,0,0,0,0,0,7,7,7,7,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.79,34908,147.32.84.209,0,17,1,55,0,0,55,55,55,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,28,0,0
147.32.84.79,57675,147.32.84.205,0,17,1,55,0,0,55,55,55,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,28,0,0
147.32.84.205,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,9,9,9,0,0,0,0,0,9,9,9,9,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.79,40041,147.32.84.208,161,17,4,284,0,0,71,71,71,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,3008129,0,0,0,0,1000779,1002709,1003769,1674,1,71,0,0,88,0,0
147.32.84.79,38063,147.32.84.206,161,17,4,284,0,0,71,71,71,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,3010803,0,0,0,0,1003410,1003601,1003841,219,1,71,0,0,88,0,0
147.32.84.79,38043,147.32.84.204,0,17,1,55,0,0,55,55,55,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,28,0,0
147.32.84.79,43803,147.32.84.204,161,17,4,284,0,0,71,71,71,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,3007735,0,0,0,0,1000942,1002578,1003648,1439,1,71,0,0,88,0,0
147.32.84.207,138,147.32.84.255,138,17,22,4920,0,0,202,223,229,9,-1,-1,-1,0,5,28,251,70,0,0,0,0,1725707031,5,34,269,82,4002163,191745187,578782038,205668358,2,492,0,0,448,0,0
147.32.84.79,40350,147.32.84.207,161,17,4,284,0,0,71,71,71,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,3009551,0,0,0,0,1001976,1003183,1003835,1046,1,71,0,0,88,0,0
147.32.84.206,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,12,12,12,0,0,0,0,0,12,12,12,12,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.79,49228,147.32.84.209,161,17,4,284,0,0,71,71,71,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,3011218,0,0,0,0,1003616,1003739,1003851,117,1,71,0,0,88,0,0
147.32.84.79,39886,147.32.84.208,0,17,1,55,0,0,55,55,55,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,28,0,0
147.32.84.79,49785,147.32.84.205,161,17,4,284,0,0,71,71,71,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,3008269,0,0,0,0,1000816,1002756,1003864,1685,1,71,0,0,88,0,0
147.32.84.204,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,12,12,12,0,0,0,0,0,12,12,12,12,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.79,47547,147.32.84.206,0,17,1,55,0,0,55,55,55,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,28,0,0
147.32.84.171,137,147.32.84.204,137,17,1,90,0,0,90,90,90,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,28,0,0
147.32.84.79,50828,147.32.84.192,0,17,1,55,0,0,55,55,55,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,28,0,0
147.32.84.79,45411,147.32.84.193,161,17,4,284,0,0,71,71,71,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,3006158,0,0,0,0,1000661,1002052,1003846,1630,1,71,0,0,88,0,0
147.32.84.205,137,147.32.84.255,137,17,2,156,0,0,78,78,78,0,-1,-1,-1,0,22,22,22,0,0,0,0,0,22,22,22,22,0,0,0,0,0,2,156,0,0,48,0,0
147.32.84.208,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,8,8,8,0,0,0,0,0,8,8,8,8,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.171,137,147.32.84.205,137,17,1,90,0,0,90,90,90,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,28,0,0
147.32.84.209,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,9,9,9,0,0,0,0,0,9,9,9,9,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.171,137,147.32.84.207,137,17,1,90,0,0,90,90,90,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,28,0,0
147.32.84.207,137,147.32.84.255,137,17,2,156,0,0,78,78,78,0,-1,-1,-1,0,11,11,11,0,0,0,0,0,11,11,11,11,0,0,0,0,0,2,156,0,0,48,0,0
147.32.84.206,1041,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,4,704,6484,1459,146,1383,6385,1813,14097,14097,14097,14097,0,0,0,0,0,21,2910,11,1364,856,448,0
41.208.131.29,14848,147.32.84.208,33908,17,1,61,0,0,61,61,61,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,28,0,0
147.32.84.208,137,147.32.84.255,137,17,2,156,0,0,78,78,78,0,-1,-1,-1,0,6,6,6,0,0,0,0,0,6,6,6,6,0,0,0,0,0,2,156,0,0,48,0,0
147.32.84.171,137,147.32.84.208,137,17,1,90,0,0,90,90,90,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,28,0,0
147.32.84.191,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,30,30,30,0,0,0,0,0,30,30,30,30,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.59,1052,147.32.84.193,161,17,8,840,0,0,105,105,105,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,41982026,0,0,0,0,5024222,5997432,6981257,564987,1,105,0,0,168,0,0
147.32.84.165,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,11,11,11,0,0,0,0,0,11,11,11,11,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.192,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,8,8,8,0,0,0,0,0,8,8,8,8,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.171,137,147.32.84.209,137,17,1,90,0,0,90,90,90,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,28,0,0
147.32.84.209,137,147.32.84.255,137,17,2,156,0,0,78,78,78,0,-1,-1,-1,0,12,12,12,0,0,0,0,0,12,12,12,12,0,0,0,0,0,2,156,0,0,48,0,0
147.32.84.205,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,10,10,10,0,0,0,0,0,10,10,10,10,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.207,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,8,8,8,0,0,0,0,0,8,8,8,8,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.206,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,9,9,9,0,0,0,0,0,9,9,9,9,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.204,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,14,14,14,0,0,0,0,0,14,14,14,14,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.193,138,147.32.84.255,138,17,4,896,0,0,219,224,229,5,-1,-1,-1,0,8,8,9,0,0,0,0,0,39065889,8,8,9,0,39065872,39065872,39065872,0,2,448,0,0,88,0,0
147.32.84.208,138,147.32.84.255,138,17,4,896,0,0,219,224,229,5,-1,-1,-1,0,9,9,9,0,0,0,0,0,1411900,9,9,9,0,1411882,1411882,1411882,0,2,448,0,0,88,0,0
147.32.84.209,138,147.32.84.255,138,17,2,458,0,0,229,229,229,0,-1,-1,-1,0,8,8,8,0,0,0,0,0,8,8,8,8,0,0,0,0,0,2,458,0,0,48,0,0
147.32.84.171,137,147.32.84.206,137,17,1,90,0,0,90,90,90,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,28,0,0
147.32.84.206,137,147.32.84.255,137,17,2,156,0,0,78,78,78,0,-1,-1,-1,0,11,11,11,0,0,0,0,0,11,11,11,11,0,0,0,0,0,2,156,0,0,48,0,0
147.32.84.165,1041,147.32.84.171,139,6,21,2906,11,1425,40,138,316,91,40,129,344,110,5,793,6788,1534,174,1555,6747,1881,15869,15869,15869,15869,0,0,0,0,0,21,2906,11,1425,856,448,0
147.32.84.191,1042,147.32.84.171,139,6,21,2910,11,1425,40,138,318,91,40,129,344,110,5,525,1956,666,309,1014,1808,503,10514,10514,10514,10514,0,0,0,0,0,21,2910,11,1425,856,448,0
147.32.84.192,1041,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,7,794,6877,1546,282,1562,6817,1898,15898,15898,15898,15898,0,0,0,0,0,21,2910,11,1364,856,448,0
147.32.84.193,1041,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,4,502,1798,619,383,976,1671,437,10045,10045,10045,10045,0,0,0,0,0,21,2910,11,1364,856,448,0
147.32.84.204,1042,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,4,755,6619,1489,204,1482,6416,1789,15111,15111,15111,15111,0,0,0,0,0,21,2910,11,1364,856,448,0
147.32.84.205,1041,147.32.84.171,139,6,21,2910,11,1364,40,138,318,91,40,124,344,100,5,468,1850,606,189,914,1810,513,9376,9376,9376,9376,0,0,0,0,0,21,2910,11,1364,856,448,0
147.32.84.191,138,147.32.84.255,138,17,4,916,0,0,229,229,229,0,-1,-1,-1,0,11,11,11,0,0,0,0,0,379155170,11,11,11,0,379155148,379155148,379155148,0,2,458,0,0,88,0,0
147.32.84.165,138,147.32.84.255,138,17,4,916,0,0,229,229,229,0,-1,-1,-1,0,7,7,8,0,0,0,0,0,378955233,7,7,8,0,378955218,378955218,378955218,0,2,458,0,0,88,0,0
147.32.84.207,138,147.32.84.255,138,17,4,916,0,0,229,229,229,0,-1,-1,-1,0,6,14,22,11,0,0,0,0,141513147,6,14,22,11,141513119,141513119,141513119,0,2,458,0,0,88,0,0
147.32.84.206,138,147.32.84.255,138,17,4,916,0,0,229,229,229,0,-1,-1,-1,0,10,17,24,9,0,0,0,0,144076960,10,17,24,9,144076926,144076926,144076926,0,2,458,0,0,88,0,0
